"record_id"	"batch_id"	"path"	"sha256"	"bytes"	"inventory_snapshot_git_status"	"effective_snapshot_git_status"	"inventory_material_role"	"document_class"	"source_type"	"current_applicability"	"history_or_derivation"	"approval_named_authorizer"	"approval_date"	"approval_scope"	"approval_version_binding"	"document_approval_state"	"atomic_requirement_extraction_route"	"evidence_or_conflict_pointers"	"investigation_pointer"	"route_class"	"candidate_group_id"
"R04-41"	"R04"	"requirement-documents/04-functional-requirements/README.md"	"ad99bf90ceba5650fe9f219385a82842a4fecbb1f111e89b4bc25387b3a76597"	"1304"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"directory-index"	"navigation-index"	"无业务批准对象；**导航/编辑索引**；“黄金样例”是写作参考，不赋予 FR-001/002 批准性。"	"[04-functional-requirements/README.md](../../../../requirement-documents/04-functional-requirements/README.md) `ad99bf90ceba`；`96→ec`; 根索引：模板、指南、“黄金样例”、frontmatter 追溯与领域分类"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无业务批准对象；**导航/编辑索引**；“黄金样例”是写作参考，不赋予 FR-001/002 批准性。; detailed record: R04-functional-requirements.md matrix row 41"	"R04-functional-requirements.md:65"	"excluded"	""
"R05-01"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-001-pending-slot-exists-pass.md"	"43855625b2474f4721c25c25f5fe7cbb3db95cc2ce8af986348fe03110425c4a"	"608"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"无剩余任务时结束资格; C1; not executed"	"`43855625b247` / H1; derived object: FR-003 AC-1"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-003 AC-1; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 51; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:51"	"candidate"	"R05"
"R05-02"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-002-no-pending-slot-reject.md"	"a085fcda33c0de14d19a0f49f80f3bd2d70af13a1c96cdcdb011b2926938083f"	"662"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"有剩余任务时二次确认; C1; not executed"	"`a085fcda33c0` / H1; derived object: FR-003 AC-2"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-003 AC-2; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 52; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:52"	"candidate"	"R05"
"R05-03"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-003-door-or-curtain-mismatch-reject.md"	"d7654d1627349697bfcc722159cf3dae6221e6300c35d49064c0af7a2ed2f649"	"675"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"未收敛/未知阻断整站结束; C1; not executed"	"`d7654d162734` / H1; derived object: FR-003 AC-3"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-003 AC-3; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 53; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:53"	"candidate"	"R05"
"R05-04"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-004-batch-confirm-success-and-record.md"	"e9eb15d41eefb95f5b0c95b3215539293fcbc220bd1635b20d0f0e8be840d8ad"	"618"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"StopClosureCommit 原子提交/回滚; C1; not executed"	"`e9eb15d41eef` / H1; derived object: FR-004 AC-1"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-004 AC-1; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 54; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:54"	"candidate"	"R05"
"R05-05"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-005-session-closure-on-confirm.md"	"a24a2e08abb561529d25e56ce8b130bf8c4dcaa886c21025f248b86eb0da3fe8"	"624"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"整站提交立即结束会话; C1; not executed"	"`a24a2e08abb5` / H1; derived object: FR-004 AC-2"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-004 AC-2; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 55; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:55"	"candidate"	"R05"
"R05-06"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-006-confirm-non-reversible.md"	"cd04d344761829487dba79d23e1029ab9283992474dd6b95c48081efa582dc91"	"566"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"发车失败不撤销整站结束; C1; not executed"	"`cd04d3447618` / H1; derived object: FR-004 AC-4"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-004 AC-4; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 56; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:56"	"candidate"	"R05"
"R05-07"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-007-retrieval-eligibility-pass.md"	"1dc47afac3b1c9246246ca996dd6281c6d6b37141aa35494c2c56413a49377f4"	"837"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"原仓位纠错授权通过; C1; not executed"	"`1dc47afac3b1` / H1; derived object: FR-005 AC-1"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-005 AC-1; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 57; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:57"	"candidate"	"R05"
"R05-08"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-008-retrieval-eligibility-reject.md"	"41e45164edc1acbba4e75725935a788c2ec383d15f10762043d9ac6641e40e47"	"772"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"不合法纠错拒绝; C1; not executed"	"`41e45164edc1` / H1; derived object: FR-005 AC-2"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-005 AC-2; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 58; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:58"	"candidate"	"R05"
"R05-09"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-009-retrieval-move-interlock-block.md"	"3bb2c3076ec9c2b3f6a326c248235dc7cc970629d9168a416024524564fcc3ed"	"662"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"移动联锁阻断纠错开锁; C1; not executed"	"`3bb2c3076ec9` / H1; derived object: FR-006 AC-1"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-006 AC-1; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 59; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:59"	"candidate"	"R05"
"R05-10"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-010-retrieval-batch-unlock-success.md"	"0445af6c0df5e2a6104064c4b4f79647967e4fe2e0d0b3be3238c12f6e6658ec"	"690"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"纠错只开原仓位; C1; not executed"	"`0445af6c0df5` / H1; derived object: FR-006 AC-2"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-006 AC-2; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 60; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:60"	"candidate"	"R05"
"R05-11"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-011-retrieval-unlock-timeout-lockout.md"	"ee2c476250eb85351009604b60bde49704a08103b0c598bb9be30eecfc507afc"	"822"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"原仓位重放成功; C1; not executed"	"`ee2c476250eb` / H1; derived object: FR-006 AC-3"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-006 AC-3; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 61; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:61"	"candidate"	"R05"
"R05-12"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-012-retrieval-slot-unexpectedly-empty-lockout.md"	"f03c832d56388bce35780aa63c3108450d6107d81a2f0e2b0df923c4c7adcee6"	"767"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"正确产品不可得进入待重放; C1; not executed"	"`f03c832d5638` / H1; derived object: FR-006 AC-4"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-006 AC-4; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 62; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:62"	"candidate"	"R05"
"R05-13"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-013-retrieval-close-curtain-clear-rollback.md"	"acff6c618e6956d9ee2b498f5499482d6846cd1e6dcf6bc6ec5b12d50fa36a59"	"684"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"待重放只允许继续或取消; C1; not executed"	"`acff6c618e69` / H1; derived object: FR-006 AC-5"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-006 AC-5; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 63; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:63"	"candidate"	"R05"
"R05-14"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-014-retrieval-residue-reopen-required.md"	"2d9ea5f8c08b55de1027bcabd2df7927bd1a3864f0c77c3f4283ecf7bbd7f6ad"	"778"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"纠错目标态不符自动弹锁; C1; not executed"	"`2d9ea5f8c08b` / H1; derived object: FR-006 AC-6"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-006 AC-6; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 64; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:64"	"candidate"	"R05"
"R05-15"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-015-cancel-eligible-success.md"	"6a7644844a0958e69e7ca49ef08226b3c35bee6c015b280317142482bbd5de41"	"775"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"未装货任务直接取消; C1; not executed"	"`6a7644844a09` / H1; derived object: FR-007 AC-1"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-007 AC-1; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 65; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:65"	"candidate"	"R05"
"R05-16"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-016-cancel-invalid-state-reject.md"	"43232ddeb6683dad87eab7adcd63937ca64841bc91e22b8d165217064cfd2974"	"705"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"离站或非法状态拒绝取消; C1; not executed"	"`43232ddeb668` / H1; derived object: FR-007 AC-9"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-007 AC-9; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 66; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:66"	"candidate"	"R05"
"R05-17"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-017-cancel-loaded-batch-clear-success.md"	"e56b7e9021c9bb277a0fbe6039e00611236d1e4bd56be13f4e8ac9c336420d0f"	"860"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C2"	"unapproved-acceptance-draft-mixing-FR-AC-with-internal-design"	"已装货批量清空后取消; C2; not executed"	"`e56b7e9021c9` / H2; derived object: FR-007 AC-2/3"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"split-business-acceptance-from-design-interface-and-safety-claims-before-explicit-approval"	"FR-007 AC-2/3; C2; detailed record: R05-site-operation-acceptance-scenarios.md line 67; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:67"	"candidate"	"R05"
"R05-18"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-018-destination-auto-identify-list.md"	"10549ebed0e992c092953855bb3e4f2f87e7608b4401ce70a3047679c5ae03cf"	"725"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"自动识别待取料清单; C1; not executed"	"`10549ebed0e9` / H3; derived object: FR-008 AC-1"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-008 AC-1; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 68; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:68"	"candidate"	"R05"
"R05-19"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-019-destination-move-interlock-block.md"	"2e695347ebe60e9291c63502e665f90a33f8451e39d68ae0fddc70a49fd4c0d4"	"676"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C1"	"unapproved-acceptance-draft-derived-from-draft-FR-AC"	"移动联锁拒绝卸货开锁; C1; not executed"	"`2e695347ebe6` / H3; derived object: FR-008 AC-2"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-scenario-level-evidence-review-and-explicit-approval"	"FR-008 AC-2; C1; detailed record: R05-site-operation-acceptance-scenarios.md line 69; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:69"	"candidate"	"R05"
"R05-20"	"R05"	"requirement-documents/05-test-cases/01-site-operations/tc-020-destination-batch-unlock-success.md"	"c3835a32b2db370587873bb6b4720b054a98bb7a40757dfa21df4d0b72f89550"	"963"	"tracked-clean"	"tracked-clean"	"candidate-acceptance"	"R05-C2"	"unapproved-acceptance-draft-mixing-FR-AC-with-internal-design"	"Modbus 分组批量开锁成功; C2; not executed"	"`c3835a32b2db` / H1; derived object: FR-008 AC-3/6"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"split-business-acceptance-from-design-interface-and-safety-claims-before-explicit-approval"	"FR-008 AC-3/6; C2; detailed record: R05-site-operation-acceptance-scenarios.md line 70; execution evidence remains separate"	"R05-site-operation-acceptance-scenarios.md:70"	"candidate"	"R05"
