"RequirementId"	"Source"	"Title"	"OriginalScope"	"CandidateClassification"	"FinalClassification"	"FinalReason"	"DependencyChain"	"MisclassificationRisk"	"ControlServerImpact"	"OnboardHmiImpact"	"SharedProtocolImpact"	"DecisionBasis"
"REQ-0023"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0023"	"DemandSeriesErrorPeriod 从事件推导并永久保留。Demand 级错误不得跨 Deman…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MesIngest 目录与 Demand 事实中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)确认最小保留部分。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删可能让MesIngest 目录与 Demand 事实出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0024"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0024"	"Series 错误证据使用 Host 在完整成功轮次中的 UTC 时间；不使用 MesSourceDate …"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MesIngest 目录与 Demand 事实中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)确认最小保留部分。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删可能让MesIngest 目录与 Demand 事实出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0025"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0025"	"错误期间只由完整 SUCCESS 的明确反证以 CONDITION_CLEARED 或 DEMAND_GON…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MesIngest 目录与 Demand 事实中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)确认最小保留部分。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删可能让MesIngest 目录与 Demand 事实出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0026"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0026"	"ExternallyReadableDemand 的判定由领域层集中执行：VISIBLE、唯一观测、全部必填…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MesIngest 目录与 Demand 事实；候选纳入首期，精确字段/状态仍由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)收口。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删会使MesIngest 目录与 Demand 事实主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0027"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0027"	"ReadabilityBlockerCatalog 与 SeriesErrorCatalog 分离。阻断码解…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MesIngest 目录与 Demand 事实中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)确认最小保留部分。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删可能让MesIngest 目录与 Demand 事实出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0028"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0028"	"ExternallyReadableDemandCatalog 始终包含全范围的当前合格 Demand，不接…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MesIngest 目录与 Demand 事实；候选纳入首期，精确字段/状态仍由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)收口。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删会使MesIngest 目录与 Demand 事实主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0029"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0029"	"CatalogRevision 是单调版本，仅在目录成员或成员业务值变化时递增；同一轮多项变化只产生一个新修…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MesIngest 目录与 Demand 事实；候选纳入首期，精确字段/状态仍由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)收口。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删会使MesIngest 目录与 Demand 事实主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0030"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0030"	"新契约删除 DemandChangeFeed、bootstrap high-watermark 和 SYNC…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MesIngest 目录与 Demand 事实；候选纳入首期，精确字段/状态仍由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)收口。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删会使MesIngest 目录与 Demand 事实主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0031"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0031"	"外部消费者在执行承诺点必须最终读取并保存不可变 AcceptedDemandSnapshot、Catalog…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MesIngest 目录与 Demand 事实；候选纳入首期，精确字段/状态仍由决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)收口。"	"MesIngest 完整轮次→ExternallyReadableDemandCatalog/CatalogRevision→AcceptedDemandSnapshot→本地执行身份"	"误删会使MesIngest 目录与 Demand 事实主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"读取并冻结目录身份；不得重建 MES 事实。"	"仅展示服务端已接受的 Demand 摘要，不自行读取 MES。"	"需要携带已接受执行身份和必要来源修订，不复制 MesIngest DTO。"	"决定 Demand 受理、执行身份与完成后防重边界 (../issues/02-decide-demand-acceptance-execution-identity-and-completion-deduplication.md)"
"REQ-0032"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0032"	"WatchDemandProjection 包含全部 Demand、原始观测、实时字段、当前条件和资格，不按…"	"8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的MesIngest Watch、历史与运维范围；不进入首期实现，但保留原基线身份并由最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)最终逐条复核。"	"MesIngest 运维/Watch 能力→真实目录可用性证据；不进入 ControlServer—OnboardHmi 主旅程"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"最终批准 MVP 精确需求适用性清单 (../issues/12-approve-exact-mvp-requirement-applicability-profile.md)"
