cluster_id	representative_candidate_id	member_count	batch_count	source_count	relation_types	review_dispositions	applicable_scopes	version_scope_pointers	member_candidate_ids	representative_statement	review_note
SC-0091	R01-A1080	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1080,R01-A2025	上图从外部视角说明：本系统与现场用户、MES、调度系统（RCS/RIOT）、AGV、IO 模块及仓位门锁/光幕之间的职责边界。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0092	R01-A1081	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1081,R01-A2026	图中 MES、调度系统、AGV 本体、IO 模块、电子锁与光幕均不属于本系统软件边界。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0093	R01-A1082	2	1	2	semantic-near-review	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1082,R01-A2027	从 MES **只读**接入搬运任务及相关生产数据，完成校验、去重并生成本地任务。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0094	R01-A1083	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1083,R01-A2028	本地搬运任务的编排、状态管理、异常处理、日志与追溯。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0095	R01-A1084	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1084,R01-A2029	选择具体 AGV、绑定业务任务，再向调度系统下达移动、充电、取消等请求，并监控执行状态。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0096	R01-A1085	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1085,R01-A2030	现场作业引导：身份核验、扫码、装卸闭环、本站结束、任务看板与权限；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0097	R01-A1087	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1087,R01-A2031	多仓位业务状态管理；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0098	R01-A1088	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1088,R01-A2032	通过 IO 模块做格口控制与安全联锁（不直连锁/光幕）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0099	R01-A1089	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1089,R01-A2033	在不改变外部职责的前提下，用预置流程步骤做受限编排（认证、扫码、硬件、移动等）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0100	R01-A1090	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1090,R01-A2034	路径规划、交通管制、导航与运动控制由调度系统（RCS/RIOT）负责；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0101	R01-A1091	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1091,R01-A2035	本系统只选车、下请求、跟状态	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0102	R01-A1092	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1092,R01-A2036	只连接 IO 模块；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0103	R01-A1093	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1093,R01-A2037	开锁与门锁/光幕信号均经 IO 模块	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0104	R01-A1094	2	1	2	exact-text-duplicate	hold-for-hitl-conflict-decision	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1094,R01-A2038	不做任何 MES 写操作；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0105	R01-A1095	2	1	2	exact-text-duplicate	hold-for-hitl-conflict-decision	dispatch-and-fleet,onboard-and-site-operations		R01-A1095,R01-A2039	是否回写留作远期评估，评审确认前不得实现	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0106	R01-A1096	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1096,R01-A2040	不管理生产工艺、计划或生产主数据	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0107	R01-A1097	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1097,R01-A2041	现场以操作台/工控界面为主	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0108	R01-A1104	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1104,R01-A2047	说明：关卡区与三光区当前按公共区域交付，不要求送到区内具体机台。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0109	R01-A1105	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1105,R01-A2048	第 5 类（机台叫料）业务优先级最高。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0110	R01-A1106	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1106,R01-A2049	派工待送区、烘箱间、关卡区、三光区、氮气柜五个固定终点站点在地图建好后配置，程序不写死地图值。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0111	R01-A1107	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet | dispatch-and-fleet,onboard-and-site-operations		R01-A1107,R01-A3055	装片机台上下料，配合 AGV 在装片工位装弹匣/花篮	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0112	R01-A1108	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operations		R01-A1108,R01-A3057	烘烤间收料、入站配合	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0113	R01-A1109	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operations		R01-A1109,R01-A3059	装片完工到焊线氮气柜、氮气柜到焊线/键合机台之间的交接确认	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0114	R01-A1110	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operations		R01-A1110,R01-A3061	焊线/键合完工送关卡氮气柜后的接收与检验	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0115	R01-A1111	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operations		R01-A1111,R01-A3063	清洗架物料上下架，配合送焊线机台	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0116	R01-A1112	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operations		R01-A1112,R01-A3065	焊线机台上下料	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0117	R01-A1113	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operations		R01-A1113,R01-A3067	键合机台上下料	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0118	R01-A1117	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1117,R01-A2059	其它任务取消审批职责是否保留待与现场约定对齐	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0119	R01-A1118	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1118,R01-A2060	约定摘要：采用员工个人账号，刷工牌追溯到人；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0120	R01-A1119	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1119,R01-A2061	R-03 与 R-05 可由同一批人兼任但角色分开授权；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0121	R01-A1120	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1120,R01-A2062	高风险权限（强制放行、异常关闭、装料特批等）不授予兼任人员，由班组长执行。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0122	R01-A1121	2	1	2	semantic-near-review	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | site-operations		R01-A1121,R01-A3076	关注任务效率、异常统计、跨班组协调与生产决策	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0123	R01-A1123	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1123,R01-A2065	不改任务、不调优先级、不维护流程模板	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0124	R01-A1124	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations | onboard-and-site-operations		R01-A1124,R01-A3077	IO 模块、电子锁、光幕等硬件维护；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0125	R01-A1127	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1127,R01-A2068	可维护 AREA—站点映射与流程模板	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0126	R01-A1129	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1129,R01-A2070	可维护流程模板	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0127	R01-A1131	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1131,R01-A2072	服务器、操作台、AGV 与 MES 之间的网络连通；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0128	R01-A1132	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1132,R01-A2073	是否登录本系统待确认	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0129	R01-A1133	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1133,R01-A2074	约定摘要：R-11/R-12/R-13 可一人兼任但权限分开；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0130	R01-A1134	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1134,R01-A2075	高风险维护需再次刷卡并留审计。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0131	R01-A1138	3	3	3	exact-text-duplicate	approval-candidate-not-approved,excluded-not-for-requirement-approval	8005-internal-cross-domain-technical-design | dispatch-and-fleet,onboard-and-site-operations | site-operation-and-slot-closure		R01-A1138,R03-A0100,R08-A0670	前两项备注可选，`OTHER` 备注必填。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0132	R01-A1141	2	1	1	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations,equipment-agreement-and-acceptance		R01-A1141,R01-A1940	R-11 只确认设备状态，普通操作员只能申请，兼任者必须同时具备两项独立权限。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0133	R01-A1142	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1142,R01-A2076	MES 对接故障：R-15 查企业侧与网络，R-12 查本系统接口侧。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
