RequirementId	Title	OriginalScope	MvpFinalClassification	ControlServerImpact	OnboardHmiImpact	SharedProtocolImpact	FullProductCluster	ClusterBasis	Batch	Batch0FormNote	PreviousBatch	ChangeProposal
REQ-0050	回退是部署级整体恢复：停止新版，恢复旧程序、旧配置和独立旧数据库备份；不允许新程序连接旧库或旧程序连接新库。	8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-3 MesIngest 服务与外部可读目录	OriginalScope 归 MesIngest 服务/Host/SQL/API	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0051	安全边界延续本机默认绑定、远程绑定强制共享密钥、凭据外置、日志脱敏和工厂返回包脱敏；OpenAPI 文档可独…	8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0052	数据持续增长通过 SQL Server 差异写入、必要索引、事件不可变追加、当前投影表和有界查询控制；不得每…	8005 MesIngest Windows Service、Host/领域投影、SQL Server、版本化 API/OpenAPI、MesIngestWatch 与外部可读目录	首期延后	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	OOS-MI-3 MesIngest 服务与外部可读目录	OriginalScope 归 MesIngest 服务/Host/SQL/API	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0053	本规格是对既有 NewMesIngestContract 的资源与有界历史扩展；领域身份、完整 MesTas…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0054	ADR-mes-0020 至 ADR-mes-0030 是本规格的设计权威。本规格补充可验收行为、默认配置、…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0055	SQL Server 常态 max server memory 默认 1536 MB，sqlservr 稳态…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	首期延后	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0056	Host 轮询改为固定 60 秒 start-to-start 单飞调度。慢轮次不重叠、不补跑；连续失败使用…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0057	Watch 自动刷新继续沿用按视图隔离、单飞、不排队、最后成功窗口原子替换的状态机，但默认档位改为：Over…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0058	Inspector 继续沿用既有 modeless 单窗口协调边界，不拥有 Host client、Time…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0059	读取模块在物理上分成 Current Read Model 与 Historical/Frozen Read…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0060	历史路径必须按单对象或稳定页有界。服务端负责筛选、精确计数、稳定排序、keyset cursor 和历史边界…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0061	冻结列表、分面、计数、详情和原始证据读取必须绑定同一 HistoryEpoch 与 ProjectionCo…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0062	DemandRawObservation 的 RawObservationAvailabilityWindo…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0063	当前物化状态和活跃 DemandSeries 的结构化图不按年龄拆散。RetentionEligibleDe…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0064	历史过期使用 410 MES_INGEST_HISTORY_EXPIRED，并返回最早可用 Host UTC…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0065	ArchivedDemandKeyTombstone 是唯一允许永久保留的已清理 MesIngest 业务记…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0066	清理单个 Series 的原子边界固定为：同一事务内幂等写墓碑，再删除该 Series 完整详细历史图，再提…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0067	Host 以单实例后台清理器每小时运行。批次行数、单次时间预算和检查间隔是运维配置，不改变 30 天领域语义…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0068	清理器必须幂等、可取消、失败可续且轮询优先。清理失败进入 Current Attention；只有卷空间达到…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0069	存储监控针对数据库实际数据卷。低于 15% 产生严重告警；低于 10% 在查询 MES 之前进入 Stora…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0070	StoragePressurePause 期间 Watch 诊断与历史读取继续服务，ExternallyRe…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0071	MesIngestLocalAdministration 是数据库主机上的本地 CLI/PowerShell…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0072	新库固定 SIMPLE 恢复且无数据库备份。系统仍监控 LDF 大小、增长与 log reuse wait；…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	首期延后	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0073	计划空库切换与不可恢复重建都创建新 HistoryEpoch。非计划重建因墓碑身份丢失必须保持外部当前读取 …	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0074	所有 snapshot、cursor、目录条件身份和 API 响应都携带或绑定 HistoryEpoch。旧…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 直接必须	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0075	DemandRawObservation 主要聚集与非聚集索引在正式 schema 中默认 PAGE 压缩；…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	首期延后	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0076	当前投影字段、筛选列、索引键和临时结构使用经真实数据验证的有界类型。DemandRawObservation…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	首期延后	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0077	首版不建设 ObservationPayload、ObservationSet 或 Span 内容寻址层。只…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	首期延后	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	OOS-MI-4 GONE 明细与存储边界	OriginalScope 归 MesIngest GONE/保留/低内存存储	OUT-OF-SCOPE		OUT-OF-SCOPE	
REQ-0078	同时提升 NewMesIngestContract 的精确 contractVersion 与 schema…	8005 MesIngest 的 GONE 明细、错误历史、原始证据保留、恢复、容量及低内存存储边界	MVP 交互／安全依赖	仅在试运行门禁中消费健康/契约身份。	无 MesIngestWatch 页面实现。	通常无；健康身份只在诊断证据中引用。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
